identifier,file,description,title,creator,date,adaptive_ocr,better_pdf,mediatype,pinpoint,internet_archive
DOJ_A-2016-01387,atip-files/DOJ ATIPS/DOJ_A-2016-01387.pdf,"All Task & Solutions Professional Services and Task Based Informatics Professional Services Supply Arrangement contracts and Standing Offer callups issued in the National Capital Region for the months of July, August and September 2016

Tous les arrangements en matière d’approvisionnement visant les services professionnels centrés sur les tâches et les solutions et les services professionnels en informatique centrés sur les tâches, et les commandes subséquentes à une offre à commandes passées dans la région de la capitale nationale pour juillet, août et septembre 2016.",A-2016-01387,Department of Justice Canada | Ministère de la Justice Canada,2016-12,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01400,atip-files/DOJ ATIPS/DOJ_A-2016-01400.pdf,"Briefing note 2016-014642 - NFA's constitutional challenge against Quebec's Firearm Registration Act.

Note d'information 2016-014642 - Contestation constitutionnelle de la Loi sur l'immatriculation des armes à feu par la NFA.",A-2016-01400,Department of Justice Canada | Ministère de la Justice Canada,2016-12,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01401,atip-files/DOJ ATIPS/DOJ_A-2016-01401.pdf,"Briefing note 2016-011010 09/06/2016 Publication of evaluation reports (for info)

Note d'information 2016-011010, 09-06-2016, Publication de rapports d'évaluation (pour information).",A-2016-01401,Department of Justice Canada | Ministère de la Justice Canada,2016-12,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01402,atip-files/DOJ ATIPS/DOJ_A-2016-01402.pdf,"Briefing note 2016-014516 Update to the 1997 - gender equality analysis policy.

Note d'information 2016-014516, Mise à jour de la politique sur l'analyse comparative de l'égalité des sexes de 1997.",A-2016-01402,Department of Justice Canada | Ministère de la Justice Canada,2016-12,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01403,atip-files/DOJ ATIPS/DOJ_A-2016-01403.pdf,"Briefing note 2016-008639 Status of Women - Gender-Based Analysis Plus.

Note d'information 2016-008639 Condition féminine - Analyse comparative entre les sexes plus.",A-2016-01403,Department of Justice Canada | Ministère de la Justice Canada,2017-02,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01419,atip-files/DOJ ATIPS/DOJ_A-2016-01419.pdf,"Expenditure report of all expenses from January 1st 2015 to November 3rd 2015 under government-wide object code 3259 (Miscellaneous expenditures not Elsewhere Classified), including the documents indicating details of each expenditure and other details.

Rapport de dépenses pour toutes les dépenses faites du 1er janvier 2015 au 3 novembre 2015 sous le code d'article pangouvernemental 3259 (Dépenses diverses non classées ailleurs), y compris les documents donnant les détails de chaque dépense et d'autres détails.",A-2016-01419,Department of Justice Canada | Ministère de la Justice Canada,2016-12,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01423,atip-files/DOJ ATIPS/DOJ_A-2016-01423.pdf,"All communications,including e-mails, Stephen Zaluski, General Counsel and Director for Justice Canada, has had with Elections Canada and Yves Côté, Commissioner of Canada Elections as well as his office.Timeframe: Jan 1, 2013 to Dec 5, 2016.

Toutes les communications, y compris les courriels, que Stephen Zaluski, avocat général et directeur au ministère de la Justice du Canada, a eues avec Élections Canada et avec Yves Côté, commissaires aux élections fédérales ainsi qu'avec son bureau. Période : 1er janvier 2013 au 5 décembre 2016.",A-2016-01423,Department of Justice Canada | Ministère de la Justice Canada,2017-01,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01485,atip-files/DOJ ATIPS/DOJ_A-2016-01485.pdf,"Information regarding all 'billable' legal hours paid by public tax payers' dollars pertaining to former Minister of State (Seniors) Alice Wong and former Chief of Staff to Alice Wong, have been represented by Department of Justice's Legal Services.

Information sur toutes les heures facturables d'activités juridiques payées par l'argent des contribuables concernant l'ancienne ministre d'État (Aînés) Alice Wong et l'ancien chef de cabinet d'Alice Wong, qui ont été représentés par les services juridiques du ministère de la Justice.",A-2016-01485,Department of Justice Canada | Ministère de la Justice Canada,2016-12,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01486,atip-files/DOJ ATIPS/DOJ_A-2016-01486.pdf,"Since January 1,2010, 1) All contracts and contractual documents, 2) All insurance polices 3) Any insurance related service agreement, 4) The Corporate Risk Profile, 5) MAF assessments of risk management practices, 6) IRM reports.

Depuis le 1erjanvier 2010, 1) tous les contrats et documents contractuels, 2) toutes les polices d'assurance, 3) toutes les polices d'assurance liées à convention de service, 4) le profil de risque ministériel, 5) les évaluations des pratiques de gestion du risque fondées sur le CRV, 6) les rapports sur la GIR.",A-2016-01486,Department of Justice Canada | Ministère de la Justice Canada,2017-03,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01487,atip-files/DOJ ATIPS/DOJ_A-2016-01487.pdf,"Copies of all travel expense claims for October 2016 for the Minister and all exempt staff in the Minister's office and provide copies of all financial documents related to renovations, repairs.

Copie de toutes les demandes de remboursement de voyage pour octobre 2016 pour la ministre et tout le personnel exonéré de son cabinet, et copies de tous les documents financiers liés aux rénovations et aux réparations.",A-2016-01487,Department of Justice Canada | Ministère de la Justice Canada,2017-01,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01493,atip-files/DOJ ATIPS/DOJ_A-2016-01493.pdf,"A list of all offices, buildings, spaces occupied, managed or used by your organization in: Yukon territories, the North-West Territories and Nunavut. If located inside a multi-client or multi-tenant facility, indicate the name of the facility.

Liste de tous les bureaux, édifices, espaces occupés, gérés ou utilisés par votre organisation dans les régions suivantes : Territoire du Yukon, Territoires du Nord-Ouest et Nunavut. Si ceux-ci se trouvent dans un complexe accueillant plusieurs clients ou locataires, indiquez-en le nom.",A-2016-01493,Department of Justice Canada | Ministère de la Justice Canada,2017-01,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01496,atip-files/DOJ ATIPS/DOJ_A-2016-01496.pdf,"Briefing notes, memos, policies, guidelines, presentations, privacy impact assessments, reports and/or studies that reference International Submarine Cable Licences Regulations (SOR/98-488) for final documents only. From Dec 10, 2011 to Dec 9, 2016.

Notes d'information, notes de service, politiques, lignes directrices, présentations, évaluation des facteurs relatifs à la vie privée, rapports et/ou études qui font mention du Règlement sur les licences de câble sous-marin international (DORS/98-488). Versions finales seulement, du 10 décembre 2011 au 9 décembre 2016.",A-2016-01496,Department of Justice Canada | Ministère de la Justice Canada,2017-01,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01499,atip-files/DOJ ATIPS/DOJ_A-2016-01499.pdf,"Reports: 1) Spousal Violence Perpetrator Programs in Canada 2) The Costs of Charter Litigation 3) The Federal Victim Surcharge:The 2013 Amendments and their Implementation in 9 Jurisdictions 4) Reform of the Purposes and Principles of Sentencing.

Rapports : 1) rapport sur les programmes destinés aux auteurs d'actes de violence conjugale au Canada; 2) rapport intitulé « Les coûts des litiges fondés sur la Charte »; 3) rapport sur la suramende compensatoire fédérale – les modifications de 2013 et leur mise en oeuvre dans neuf administrations; 4) rapport intitulé « Réforme des objectifs et principes de détermination de la peine ».",A-2016-01499,Department of Justice Canada | Ministère de la Justice Canada,2017-01,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01527,atip-files/DOJ ATIPS/DOJ_A-2016-01527.pdf,"Any record addressed to/from provincial governments, concerning the effectiveness of impaired driving laws under the Criminal Code from Jan 1, 2016 to Dec 14, 2016. Limit to Associate Deputy Minister level and above.

Tout document adressé à un gouvernement provincial ou provenant de l'un d'eux et portant sur l'efficacité des lois sur la conduite avec facultés affaiblies qui relèvent du Code criminel entre le 1er janvier et le 14 décembre 2016. La présente demande se limite aux documents du niveau du sous-ministre adjoint et aux niveaux supérieurs.",A-2016-01527,Department of Justice Canada | Ministère de la Justice Canada,2017-05,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01528,atip-files/DOJ ATIPS/DOJ_A-2016-01528.pdf,"Briefing note 2016-014576 CRTC Request to become an investigative body for the purposes of the Access to Information Act and the Privacy Act.

Note d'information 2016-014576 portant sur la demande du CRTC de devenir un organisme d'enquête aux fins de la Loi sur l'accès à l'information et de la Loi sur la protection des renseignements personnels.",A-2016-01528,Department of Justice Canada | Ministère de la Justice Canada,2017-01,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01529,atip-files/DOJ ATIPS/DOJ_A-2016-01529.pdf,"Brifefing note 2016-014994 Evaluation results of the Gladue Court, Old City Hall …""

Note d'information 2016-014994 sur les résultats d'évaluation du tribunal Gladue dans l'ancien hôtel de ville",A-2016-01529,Department of Justice Canada | Ministère de la Justice Canada,2017-01,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01531,atip-files/DOJ ATIPS/DOJ_A-2016-01531.pdf,"BN 2016-016604 Impending Launch of the National Security (Green Paper) Consultation Paper.

NB 2016-016604 – Document (document de travail) sur le lancement des consultations sur la sécurité nationale.",A-2016-01531,Department of Justice Canada | Ministère de la Justice Canada,2017-05,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01532,atip-files/DOJ ATIPS/DOJ_A-2016-01532.pdf,"Briefing note 2016-015719 02/08/2016 ""Extension of the Access ...""

Note d'information 2016-015719 02/08/2016, « Prolongation de l'accès … »",A-2016-01532,Department of Justice Canada | Ministère de la Justice Canada,2017-03,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01533,atip-files/DOJ ATIPS/DOJ_A-2016-01533.pdf,"Briefing note 2016-018305 30/08/2016 ""HIV Criminalization ...""

Note d'information 2016-018305 30/08/2016 « HIV Criminalization [...] »",A-2016-01533,Department of Justice Canada | Ministère de la Justice Canada,2017-01,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01534,atip-files/DOJ ATIPS/DOJ_A-2016-01534.pdf,"Briefing note 2016-017997 25/08/2016 ""Terrorism Peace ... ""

Note d'information 2016-017997 25/08/2016 : « Terrorism Peace [...] »",A-2016-01534,Department of Justice Canada | Ministère de la Justice Canada,2017-01,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01536,atip-files/DOJ ATIPS/DOJ_A-2016-01536.pdf,"Briefing note 2016-017409 11/08/2016 ""Media attention ...""

Note d'information 2016-017409 11/08/2016 : « Media attention [...] »",A-2016-01536,Department of Justice Canada | Ministère de la Justice Canada,2017-01,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01538,atip-files/DOJ ATIPS/DOJ_A-2016-01538.pdf,"Briefing note 2016-015030 ""DM Meeting on Intelligence ...""

Note d'information 2016-015030, « Réunion des SM sur le renseignement … »",A-2016-01538,Department of Justice Canada | Ministère de la Justice Canada,2017-03,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01543,atip-files/DOJ ATIPS/DOJ_A-2016-01543.pdf,"Briefing note 2016-015057 04/07/2016 “Unified Family...""

Note d'information - 2016-015057 04/07/2016 « Unified Family… »",A-2016-01543,Department of Justice Canada | Ministère de la Justice Canada,2017-02,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01544,atip-files/DOJ ATIPS/DOJ_A-2016-01544.pdf,"Briefing note 2016-015267 28/07/2016 “Funding for Innocence...""

Note d'information 2016-015267 28/07/2016 « Funding for Innocence… »",A-2016-01544,Department of Justice Canada | Ministère de la Justice Canada,2017-02,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01545,atip-files/DOJ ATIPS/DOJ_A-2016-01545.pdf,"Briefing note MEM 2016-017587 “Approval for a management ...“

Note d'information MEM 2016-017587 : « Approval for a management [...] »",A-2016-01545,Department of Justice Canada | Ministère de la Justice Canada,2017-01,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01546,atip-files/DOJ ATIPS/DOJ_A-2016-01546.pdf,"Briefing note 2016-018395 24/08/2016 “Canada-China ...“

Note d'information 2016-018395 24/08/2016, « Canada-Chine … »",A-2016-01546,Department of Justice Canada | Ministère de la Justice Canada,2017-03,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01600,atip-files/DOJ ATIPS/DOJ_A-2016-01600.pdf,"Material provided to the Minister: BN 2016-018395, BN 2016-018305, BN2016-017997, BN 2016-017839, BN 2016-016758, BN 2016-016346,BN 2016-016077, BN 2016-015719, BN 2016-014701.

Documents remis au ministre : BN 2016-018395, BN 2016-018305, BN2016-017997, BN 2016-017839, BN 2016-016758, BN 2016-016346,BN 2016-016077, BN 2016-015719, BN 2016-014701.",A-2016-01600,Department of Justice Canada | Ministère de la Justice Canada,2017-04,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01647,atip-files/DOJ ATIPS/DOJ_A-2016-01647.pdf,"List of names of all department employees (first and last name). Please note the government online directory is inaccurate and incomplete.

Liste des noms de tous les employés du Ministère (prénom et nom). Veuillez noter que le répertoire en ligne du gouvernement est inexact et incomplet.",A-2016-01647,Department of Justice Canada | Ministère de la Justice Canada,2017-01,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01663,atip-files/DOJ ATIPS/DOJ_A-2016-01663.pdf,"In the period December 21, 22 and 23, 2016, all records, concerning the fact of, and subject matter detailed in, a 1:33 pm email from Catherine Dore of Courts Administration Services to Alex.Kaufman@justice.gc.ca and Orlagh.O’Kelly@justice.gc.ca.

Durant la période des 21, 22 et 23 décembre 2016, tous les documents concernant un courriel et le sujet exposé en détail dans celui-ci, ayant été envoyé à 13 h 33 par Catherine Dore du Service administratif des tribunaux judiciaires. Alex.Kaufman@justice.gc.ca and Orlagh.O’Kelly@justice.gc.ca",A-2016-01663,Department of Justice Canada | Ministère de la Justice Canada,2017-02,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01690,atip-files/DOJ ATIPS/DOJ_A-2016-01690.pdf,"From July 1, 2015 all records, documents and correspondence including electronic communication containing the words Howard Knopf.

À compter du 1er juillet 2015, tous les dossiers, documents et pièces de correspondance, y compris la communication électronique contenant les mots Howard Knopf",A-2016-01690,Department of Justice Canada | Ministère de la Justice Canada,2017-06,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01691,atip-files/DOJ ATIPS/DOJ_A-2016-01691.pdf,"Document in relation to examination (historical records) of Minister of Justice and/or any employee of Minister of Justice of 1996 Employment Insurance Act on the question of inconsistency with Charter.

Document lié à l'examen (d'anciens dossiers) de la ministre de la Justice et de tout employé de la ministre de la Justice régis par la Loi sur l'assurance-emploi de 1996 sur la question de l'incompatibilité avec la Charte.",A-2016-01691,Department of Justice Canada | Ministère de la Justice Canada,2017-02,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01692,atip-files/DOJ ATIPS/DOJ_A-2016-01692.pdf,"For each day from January 1, 2015 to December 31, 2016 provide the number of employees who used the listed forms of leave.

Pour chaque jour du 1er janvier 2015 au 31 décembre 2016, fournir le numéro des employés qui ont utilisé les formes de congé énumérés.",A-2016-01692,Department of Justice Canada | Ministère de la Justice Canada,2017-02,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01697,atip-files/DOJ ATIPS/DOJ_A-2016-01697.pdf,"Evaluation of the Justice Partnership and Innovation Program, including any draft or interim version if final version not yet complete.

Évaluation du Programme de partenariat et d'innovation du Ministère de la Justice, y compris tout brouillon ou toute version provisoire si la version finale n'est pas encore achevée.",A-2016-01697,Department of Justice Canada | Ministère de la Justice Canada,2017-01,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01699,atip-files/DOJ ATIPS/DOJ_A-2016-01699.pdf,"Manuals/guidelines/policies/procedures describing in details duties of employees of legal services of ESDC.

Manuels/lignes directrices/politiques/procédures décrivant en détail les tâches des employés des services juridiques d'EDSC.",A-2016-01699,Department of Justice Canada | Ministère de la Justice Canada,2017-01,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01714,atip-files/DOJ ATIPS/DOJ_A-2016-01714.pdf,"Internal memos and briefing notes from September 1, 2016, to the January 6, 2017 concerning possible legislative changes to (A) better protect journalists from electronic surveillance by police and other state authorities and (B) help journalists better protect confidential sources.

Notes de service internes et notes d’information, du 1er septembre 2016 au 6 janvier 2017, relatives aux modifications législatives possibles afin a) de mieux protéger les journalistes d’une surveillance électronique par les services de police et d’autres autorités gouvernementales et b) d’aider les journalistes à mieux protéger leurs sources confidentielles.",A-2016-01714,Department of Justice Canada | Ministère de la Justice Canada,2017-04,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01715,atip-files/DOJ ATIPS/DOJ_A-2016-01715.pdf,"Internal memos and briefing notes circulated at the associate deputy minisiter level and above from Nov. 1, 2016, to the present (January 6, 2017) concerning the federal plan to legalize marijuana.

Notes de service internes et notes de breffage sur les plans de légalisation de la marijuana par le gouvernement fédéral envoyées au niveau du sous-ministre adjoint et aux niveaux supérieurs entre le 1er novembre 2016 et aujourd'hui (6 janvier 2017).",A-2016-01715,Department of Justice Canada | Ministère de la Justice Canada,2017-05,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01716,atip-files/DOJ ATIPS/DOJ_A-2016-01716.pdf,"Internal memos and briefing notes from Oct. 6, 2016, to the present concerning private member's bill C-246 (animal cruelty).

Notes de service internes et les notes d'information à compter du 6 octobre 2016 jusqu'à présent concernant le projet de loi d'initiative parlementaire C-246 (cruauté envers les animaux).",A-2016-01716,Department of Justice Canada | Ministère de la Justice Canada,2017-02,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01721,atip-files/DOJ ATIPS/DOJ_A-2016-01721.pdf,"Records that provide the name and complete contact information of the departmental CIO; the individual(s) responsible for the management of departmental paper documents stored offsite and the information on offsite document storage.

Documents qui fournissent le nom et les coordonnées complètes du DPI du ministère, de la personne ou des personnes responsable(s) de la gestion des documents papier du ministère entreposés à l'extérieur et l'information sur l'entroposage des documents à l'extérieur.",A-2016-01721,Department of Justice Canada | Ministère de la Justice Canada,2017-01,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01729,atip-files/DOJ ATIPS/DOJ_A-2016-01729.pdf,"List of all briefing materials prepared for the Minister and/or Deputy Minister in December 2016. Exclude Cabinet Confidences.

Liste de tous les documents d'information préparés à l'intention de la ministre ou du sous-ministre pour le mois de décembre 2016. Exclure les documents confidentiels du Cabinet.",A-2016-01729,Department of Justice Canada | Ministère de la Justice Canada,2017-02,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01730,atip-files/DOJ ATIPS/DOJ_A-2016-01730.pdf,"List of all briefing materials prepared for the Minister and/or Deputy Minister in November 2016.

Liste de tous les documents d'information préparés à l'intention de la ministre ou du sous-ministre pour le mois de novembre 2016.",A-2016-01730,Department of Justice Canada | Ministère de la Justice Canada,2017-02,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01731,atip-files/DOJ ATIPS/DOJ_A-2016-01731.pdf,"Email correspondence and attachments sent by Boyd Aitken dealing with any matter involving the Cameron Highlanders of Ottawa, or the Cameron Highlanders of Ottawa Foundation. From January 1, 2016 to January 20, 2017.

Correspondance électronique et pièces jointes expédiées par Boyd Aitken au sujet de quelque question que ce soit liée aux Cameron Highlanders of Ottawa ou à la fondation des Cameron Highlanders of Ottawa, du 1er janvier 2016 au 20 janvier 2017.",A-2016-01731,Department of Justice Canada | Ministère de la Justice Canada,2017-04,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01742,atip-files/DOJ ATIPS/DOJ_A-2016-01742.pdf,"1- All submissions and comments sent in response to the lawful access consultation process which took place from August 25th to Dec. 16, 2002. 2- A full, unsummarized report of the submissions, if one was ever published.

1- Toutes les observations et les commentaires envoyés en réponse au processus de consultation sur l’accès légal qui a eu lieu entre le 25 août et le 16 décembre 2002. 2- Un rapport complet des observations, s'il en existe un.",A-2016-01742,Department of Justice Canada | Ministère de la Justice Canada,2017-07,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01743,atip-files/DOJ ATIPS/DOJ_A-2016-01743.pdf,"Travel expense claims for November 2016 for the Minister and all exempt staff in the Minister's office, and copies of any and all financial documents related to renovations, repars or improvements to a Minister's office.

Les demandes de remboursement de frais de voyage du ministre et de tous les employés exemptés du Cabinet du ministre pour novembre 2016, et les copies de tous les documents financiers liés aux rénovations, aux réparations ou aux améliorations apportées au Bureau du ministre.",A-2016-01743,Department of Justice Canada | Ministère de la Justice Canada,2017-03,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01744,atip-files/DOJ ATIPS/DOJ_A-2016-01744.pdf,"Travel expense claims for December 2016 for the Minister and all exempt staff in the Minister’s office, and copies of any and all financial documents related to renovations, repairs or improvements to a Minister's office.

Les demandes de remboursement de frais de voyage du ministre et de tous les employés exemptés du Cabinet du ministre pour décembre 2016, et les copies de tous les documents financiers liés aux rénovations, aux réparations ou aux améliorations apportées au Bureau du ministre.",A-2016-01744,Department of Justice Canada | Ministère de la Justice Canada,2017-03,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01786,atip-files/DOJ ATIPS/DOJ_A-2016-01786.pdf,"All ProServices contracts issued in the National Capital Region for the months of October, November and December 2016.

Tous les contrats ProServices attribués dans la RCN au cours des mois d'octobre, de novembre et de décembre 2016.",A-2016-01786,Department of Justice Canada | Ministère de la Justice Canada,2017-02,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01787,atip-files/DOJ ATIPS/DOJ_A-2016-01787.pdf,"All Temporary Help Services (THS) Supply Arrangement (SA) and Standing Offer (SO) callups issued in the National Capital Region for the months of October, November and December 2016.

Tous les documents relatifs aux offres à commande (OC) et aux arrangements en matière d’approvisionnement (AA) visant les demandes pour Services d’aide temporaire (SAT) atrribués dans la région de la capitale nationale pour les mois d'octobre, de novembre et de décembre 2016.",A-2016-01787,Department of Justice Canada | Ministère de la Justice Canada,2017-02,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01788,atip-files/DOJ ATIPS/DOJ_A-2016-01788.pdf,"All Task & Solutions Professional Services (TSPS) and Task Based Informatics Professional Services (TBIPS) Supply Arrangement (SA) contracts and Standing Offer (SO) callups issued in the National Capital Region.

Tous les contrats d'arrangements en matière d'approvisionnement (AMA) et toutes les commandes subséquentes aux offres à commandes pour les services professionnels centrés sur les tâches et les solutions (SPTS) et les services professionnels en informatique centrés sur les tâches (SPICT) publiés dans la région de la capitale nationale.",A-2016-01788,Department of Justice Canada | Ministère de la Justice Canada,2017-02,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01789,atip-files/DOJ ATIPS/DOJ_A-2016-01789.pdf,"Contracts for consulting/contracting staffing efforts in the National Capital Region from April 2016 to (and including) December 2016.

Contrats subséquents à l'égard des contrats pour des services de consultation et/ou de tous les processus de passation de contrats dans le cadre des processus de dotation en personnel dans la région de la capitale nationale pour la période d'avril 2016 à décembre 2016 inclusivement.",A-2016-01789,Department of Justice Canada | Ministère de la Justice Canada,2017-03,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01790,atip-files/DOJ ATIPS/DOJ_A-2016-01790.pdf,"Copy of the pleadings (Statement of Claim, Statement of Defense, et al) filed against the Attorney General of Canada in Ontario Superior Court of Justice, Civil n the style of cause of CEN Biotech Inc v Attorney General of Canada.

Copie des actes de procédure (la déclaration, la défense) déposés à l'encontre du procureur général du Canada auprès de la Cour supérieure de justice de l'Ontario, en matière civile, dans l'affaire intitulée CEN Biotech Inc c Procureur général du Canada.",A-2016-01790,Department of Justice Canada | Ministère de la Justice Canada,2017-02,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01803,atip-files/DOJ ATIPS/DOJ_A-2016-01803.pdf,"Lists of all women's shelters that have received funding from the Government of Canada between November 5th, 2015 and January 30th, 2017 broken down by province/municipality, amount allocated, amount spent, and funding duration.

Liste de toutes les maisons d'hébergement pour femmes qui ont reçu du financement du gouvernement du Canada entre le 5 novembre 2015 et le 30 janvier 2017, ventilé par provinces/municipalité, montant alloué, montant dépensé et durée du financement.",A-2016-01803,Department of Justice Canada | Ministère de la Justice Canada,2017-02,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01827,atip-files/DOJ ATIPS/DOJ_A-2016-01827.pdf,"All documents between DOJ and MPs Nuttal, Calkins & Ambrose, with respect to marihuana, marihuana policy, marihuana research, the Marihuana for Medical Purposes Regulations or the Access to Cannabis for Medical Purposes Regulations between Jan 2016-2017.

Tous les documents échangés entre le MJ et les députés Nattal, Calkins et Ambrose concernant la marihuana, la politique sur la marihuana, les recherches sur la marihuana, le Règlement sur la marihuana à des fins médicales ou le Règlement sur l'accès au cannabis à des fins médicales pour la période de janvier 2016 à janvier 2017.",A-2016-01827,Department of Justice Canada | Ministère de la Justice Canada,2017-03,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01832,atip-files/DOJ ATIPS/DOJ_A-2016-01832.pdf,"Reference: files of Justice Canada 8518115 and/or the Canadian International Trade Tribunal PR-2016-001 and/or the Federal Court of Appeal A-323-16 and/or the Federal Court of Appeal A-329-16.

Référence : dossiers de Justice Canada 8518115 et/ou Tribunal canadien du commerce extérieur PR-2016-001 etJou Cour d’appel fédérale A-323-16 et/ou Cour d’appel fédérale A-329-16 .",A-2016-01832,Department of Justice Canada | Ministère de la Justice Canada,2017-03,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01833,atip-files/DOJ ATIPS/DOJ_A-2016-01833.pdf,"Reference: files of Justice Canada 8518115 and/or the Canadian International Trade Tribunal PR-2016-001 and/or the Federal Court of Appeal A-323-16 and/or the Federal Court of Appeal A-329-16.

Référence : dossiers de Justice Canada 8518115 et/ou Tribunal canadien du commerce extérieur PR-2016-001 etlou Cour d’appel fédérale A-323-16 etlou Cour d'appel fédérale A-329-16.",A-2016-01833,Department of Justice Canada | Ministère de la Justice Canada,2017-03,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01834,atip-files/DOJ ATIPS/DOJ_A-2016-01834.pdf,"Reference: files of Justice Canada 8518115 and/or the Canadian International Trade Tribunal PR-2016-001 and/or the Federal Court of Appeal A-323-16 and/or the Federal Court of Appeal A-329-16.

Référence : dossiers de Justice Canada 8518115 et/ou Tribunal canadien du commerce extérieur PR-2016-001 et/ou Cour dappel fédérale A-323-16 etJou Cour d’appel fédérale A-329-16.",A-2016-01834,Department of Justice Canada | Ministère de la Justice Canada,2017-03,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01908,atip-files/DOJ ATIPS/DOJ_A-2016-01908.pdf,"The following information: 1. What is the current percentage of Law Practitioners (LP) whose (1.1) First spoken official language is English? (1.2) First spoken official language is French?

Les informations suivantes: 1. Quelle est actuellement le pourcentage des Practiciens du Droit (LP) dont: 1.1 La première langue officielle parlée est l’anglais? 1.2 La premiere langue officielle parlée est le français?",A-2016-01908,Department of Justice Canada | Ministère de la Justice Canada,2017-03,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01914,atip-files/DOJ ATIPS/DOJ_A-2016-01914.pdf,"From December 31, 2016 all documents and correspondence including electronic communication containing the words Barry Sookman.

À compter du 31 décembre 2016, tous les documents et pièces de correspondance y compris les communications électroniques contenant les mots Barry Sookman.",A-2016-01914,Department of Justice Canada | Ministère de la Justice Canada,2017-06,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01918,atip-files/DOJ ATIPS/DOJ_A-2016-01918.pdf,"Briefing materials prepared from Jan. 1, 2017, regarding asylum-seekers crossing the Canadian border. Exclude Cabinet Confidences

Documents d'information préparés depuis le 1erjanvier 2017 concernant les demandeurs d'asile traversant la frontière canadienne. Exclure les documents confidentiels du Cabinet.",A-2016-01918,Department of Justice Canada | Ministère de la Justice Canada,2017-03,TRUE,TRUE,text,TRUE,TRUE
